Tool,Severity,Code,Description,Location,Line
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01864.java,77
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01865.java,77
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01928.java,67
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01929.java,65
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01936.java,62
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01937.java,62
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01938.java,76
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01940.java,63
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01942.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01943.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01944.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02058.java,67
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02059.java,67
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02067.java,78
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02069.java,65
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02137.java,62
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02146.java,57
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02147.java,57
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02150.java,71
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02151.java,71
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02152.java,71
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02154.java,59
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02243.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02244.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02249.java,61
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02250.java,61
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02251.java,73
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02253.java,75
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02333.java,76
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02334.java,76
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02335.java,76
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02340.java,85
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02342.java,72
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02343.java,73
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02411.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02412.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02414.java,62
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02428.java,59
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02429.java,71
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02430.java,73
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02432.java,73
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02433.java,73
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02496.java,64
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02610.java,95
CodeQL,warning,java/command-line-injection,This command line depends on a [user-provided value](1).,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02611.java,95
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00090.java,81
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00177.java,69
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00308.java,70
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00572.java,77
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00658.java,64
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00826.java,88
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00910.java,65
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01068.java,64
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01365.java,63
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01440.java,71
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01443.java,72
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01526.java,59
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01527.java,59
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01532.java,61
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01606.java,59
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01688.java,82
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01692.java,83
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01693.java,83
CodeQL,warning,java/concatenated-command-line,Command line is built with string concatenation.,src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01791.java,58
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00105.java,77
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00107.java,93
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00110.java,93
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00114.java,77
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00202.java,79
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00206.java,79
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00332.java,81
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00333.java,65
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00334.java,83
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00336.java,66
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00338.java,65
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00343.java,65
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00344.java,65
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00430.java,60
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00436.java,58
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00437.java,58
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00514.java,62
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00517.java,62
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00592.java,90
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00601.java,72
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,72
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00674.java,78
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00675.java,61
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00676.java,61
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00766.java,61
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00851.java,82
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00925.java,56
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00926.java,64
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00927.java,65
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00928.java,60
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00929.java,75
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00931.java,62
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00932.java,72
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00933.java,54
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00934.java,74
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00935.java,72
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00937.java,73
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00938.java,61
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00939.java,73
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00940.java,64
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01001.java,72
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01086.java,56
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01092.java,58
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01095.java,58
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01213.java,61
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01217.java,60
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01218.java,60
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01220.java,60
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01305.java,54
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01307.java,54
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01309.java,53
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01315.java,53
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01387.java,58
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01392.java,57
CodeQL,warning,java/concatenated-sql-query,"Query built by concatenation with [this expression](1), which may be untrusted.",src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01393.java,57
